density,loudness,brightness,roughness,speed
0.655593,0.545667,0.404494,0.522463,0.362700
0.657277,0.545766,0.406667,0.521740,0.362410
0.659149,0.545876,0.409080,0.520936,0.362087
0.661207,0.545997,0.411735,0.520051,0.361732
0.663453,0.546129,0.414631,0.519086,0.361345
0.665885,0.546272,0.417768,0.518041,0.360925
0.668504,0.546426,0.421146,0.516916,0.360474
0.671310,0.546591,0.424765,0.515710,0.359990
0.674303,0.546767,0.428625,0.514424,0.359474
0.677483,0.546954,0.432726,0.513058,0.358926
0.680665,0.547141,0.436829,0.511691,0.358377
0.683847,0.547328,0.440933,0.510323,0.357828
0.687028,0.547515,0.445037,0.508956,0.357280
0.690210,0.547702,0.449140,0.507589,0.356731
0.693392,0.547890,0.453244,0.506222,0.356183
0.696574,0.548077,0.457347,0.504855,0.355634
0.699756,0.548264,0.461451,0.503488,0.355085
0.702937,0.548451,0.465555,0.502120,0.354537
0.706119,0.548638,0.469658,0.500753,0.353988
0.709301,0.548825,0.473762,0.499386,0.353439
0.712483,0.549012,0.477865,0.498019,0.352891
0.715665,0.549199,0.481969,0.496652,0.352342
0.718846,0.549386,0.486073,0.495285,0.351794
0.722028,0.549573,0.490176,0.493917,0.351245
0.725210,0.549760,0.494280,0.492550,0.350696
0.728392,0.549947,0.498383,0.491183,0.350148
0.731574,0.550134,0.502487,0.489816,0.349599
0.734755,0.550321,0.506591,0.488449,0.349051
0.737937,0.550508,0.510694,0.487082,0.348502
0.741119,0.550695,0.514798,0.485715,0.347953
0.744301,0.550882,0.518901,0.484347,0.347405
0.747483,0.551069,0.523005,0.482980,0.346856
0.750664,0.551256,0.527108,0.481613,0.346308
0.753846,0.551443,0.531212,0.480246,0.345759
0.757028,0.551630,0.535316,0.478879,0.345210
0.760210,0.551817,0.539419,0.477512,0.344662
0.763392,0.552005,0.543523,0.476144,0.344113
0.766573,0.552192,0.547626,0.474777,0.343564
0.769755,0.552379,0.551730,0.473410,0.343016
0.772937,0.552566,0.555834,0.472043,0.342467
0.776119,0.552753,0.559937,0.470676,0.341919
0.779301,0.552940,0.564041,0.469309,0.341370
0.782482,0.553127,0.568144,0.467941,0.340821
0.785664,0.553314,0.572248,0.466574,0.340273
0.788846,0.553501,0.576352,0.465207,0.339724
0.792028,0.553688,0.580455,0.463840,0.339176
