density,loudness,brightness,roughness,speed
0.578863,0.644537,0.494694,0.072104,0.661251
0.577610,0.644979,0.495629,0.074332,0.663025
0.576217,0.645469,0.496667,0.076808,0.664996
0.574685,0.646008,0.497809,0.079531,0.667164
0.573015,0.646596,0.499055,0.082502,0.669530
0.571204,0.647233,0.500405,0.085721,0.672092
0.569255,0.647919,0.501858,0.089187,0.674851
0.567166,0.648654,0.503415,0.092901,0.677808
0.564938,0.649439,0.505077,0.096862,0.680961
0.562571,0.650272,0.506842,0.101071,0.684312
0.560204,0.651105,0.508607,0.105279,0.687663
0.557837,0.651938,0.510372,0.109488,0.691014
0.555470,0.652772,0.512137,0.113697,0.694364
0.553103,0.653605,0.513902,0.117906,0.697715
0.550736,0.654438,0.515667,0.122115,0.701066
0.548369,0.655271,0.517432,0.126323,0.704417
0.546001,0.656104,0.519197,0.130532,0.707767
0.543634,0.656938,0.520962,0.134741,0.711118
0.541267,0.657771,0.522727,0.138950,0.714469
0.538900,0.658604,0.524492,0.143159,0.717819
0.536533,0.659437,0.526257,0.147367,0.721170
0.534166,0.660271,0.528022,0.151576,0.724521
0.531799,0.661104,0.529787,0.155785,0.727872
0.529431,0.661937,0.531552,0.159994,0.731222
0.527064,0.662770,0.533317,0.164203,0.734573
0.524697,0.663603,0.535082,0.168411,0.737924
0.522330,0.664437,0.536847,0.172620,0.741274
0.519963,0.665270,0.538612,0.176829,0.744625
0.517596,0.666103,0.540377,0.181038,0.747976
0.515229,0.666936,0.542142,0.185247,0.751327
0.512862,0.667770,0.543907,0.189455,0.754677
0.510494,0.668603,0.545672,0.193664,0.758028
0.508127,0.669436,0.547437,0.197873,0.761379
0.505760,0.670269,0.549202,0.202082,0.764729
0.503393,0.671102,0.550967,0.206291,0.768080
0.501026,0.671936,0.552732,0.210499,0.771431
0.498659,0.672769,0.554497,0.214708,0.774782
0.496292,0.673602,0.556262,0.218917,0.778132
0.493925,0.674435,0.558027,0.223126,0.781483
0.491557,0.675269,0.559792,0.227335,0.784834
0.489190,0.676102,0.561557,0.231543,0.788185
0.486823,0.676935,0.563322,0.235752,0.791535
0.484456,0.677768,0.565087,0.239961,0.794886
0.482089,0.678601,0.566852,0.244170,0.798237
0.479722,0.679435,0.568617,0.248379,0.801587
0.477355,0.680268,0.570382,0.252588,0.804938
0.474987,0.681101,0.572148,0.256796,0.808289
0.472620,0.681934,0.573913,0.261005,0.811640
0.470253,0.682767,0.575678,0.265214,0.814990
0.467886,0.683601,0.577443,0.269423,0.818341
0.465519,0.684434,0.579208,0.273632,0.821692
0.463152,0.685267,0.580973,0.277840,0.825042
0.460785,0.686100,0.582738,0.282049,0.828393
0.458418,0.686934,0.584503,0.286258,0.831744
0.456050,0.687767,0.586268,0.290467,0.835095
0.453683,0.688600,0.588033,0.294676,0.838445
0.451316,0.689433,0.589798,0.298884,0.841796
0.448949,0.690266,0.591563,0.303093,0.845147
0.446582,0.691100,0.593328,0.307302,0.848497
