density,loudness,brightness,roughness,speed
0.857230,0.721908,0.494097,0.854761,0.719473
0.854472,0.720178,0.493533,0.852808,0.715355
0.851409,0.718256,0.492906,0.850638,0.710778
0.848038,0.716142,0.492217,0.848250,0.705745
0.844362,0.713836,0.491465,0.845646,0.700254
0.840379,0.711338,0.490650,0.842825,0.694305
0.836089,0.708647,0.489773,0.839786,0.687898
0.831493,0.705765,0.488833,0.836531,0.681034
0.826591,0.702690,0.487830,0.833059,0.673712
0.821383,0.699423,0.486764,0.829369,0.665933
0.816174,0.696156,0.485699,0.825680,0.658154
0.810966,0.692889,0.484634,0.821990,0.650374
0.805757,0.689622,0.483568,0.818301,0.642595
0.800548,0.686355,0.482503,0.814612,0.634816
0.795340,0.683088,0.481437,0.810922,0.627036
0.790131,0.679821,0.480372,0.807233,0.619257
0.784923,0.676554,0.479306,0.803543,0.611478
0.779714,0.673287,0.478241,0.799854,0.603698
0.774505,0.670020,0.477176,0.796165,0.595919
0.769297,0.666754,0.476110,0.792475,0.588140
0.764088,0.663487,0.475045,0.788786,0.580360
0.758880,0.660220,0.473979,0.785096,0.572581
0.753671,0.656953,0.472914,0.781407,0.564802
0.748463,0.653686,0.471849,0.777718,0.557023
0.743254,0.650419,0.470783,0.774028,0.549243
0.738045,0.647152,0.469718,0.770339,0.541464
0.732837,0.643885,0.468652,0.766649,0.533685
0.727628,0.640618,0.467587,0.762960,0.525905
0.722420,0.637351,0.466522,0.759271,0.518126
0.717211,0.634084,0.465456,0.755581,0.510347
0.712003,0.630817,0.464391,0.751892,0.502567
0.706794,0.627550,0.463325,0.748202,0.494788
0.701585,0.624283,0.462260,0.744513,0.487009
0.696377,0.621016,0.461194,0.740824,0.479229
0.691168,0.617749,0.460129,0.737134,0.471450
0.685960,0.614482,0.459064,0.733445,0.463671
0.680751,0.611215,0.457998,0.729755,0.455891
0.675543,0.607948,0.456933,0.726066,0.448112
0.670334,0.604681,0.455867,0.722377,0.440333
0.665125,0.601414,0.454802,0.718687,0.432553
0.659917,0.598147,0.453737,0.714998,0.424774
0.654708,0.594880,0.452671,0.711308,0.416995
