density,loudness,brightness,roughness,speed
0.322895,0.455149,0.665411,0.355670,0.227792
0.325844,0.457423,0.665821,0.358888,0.229535
0.329119,0.459950,0.666275,0.362462,0.231471
0.332722,0.462729,0.666775,0.366393,0.233601
0.336652,0.465760,0.667320,0.370681,0.235924
0.340909,0.469044,0.667911,0.375327,0.238441
0.345493,0.472580,0.668547,0.380329,0.241151
0.350404,0.476369,0.669229,0.385689,0.244055
0.355643,0.480410,0.669956,0.391405,0.247152
0.361209,0.484704,0.670728,0.397479,0.250442
0.366778,0.489000,0.671501,0.403555,0.253735
0.372347,0.493296,0.672273,0.409632,0.257027
0.377916,0.497591,0.673046,0.415709,0.260319
0.383485,0.501887,0.673819,0.421786,0.263612
0.389054,0.506183,0.674592,0.427863,0.266904
0.394622,0.510479,0.675364,0.433940,0.270196
0.400191,0.514775,0.676137,0.440017,0.273489
0.405760,0.519071,0.676910,0.446093,0.276781
0.411329,0.523367,0.677683,0.452170,0.280073
0.416898,0.527663,0.678455,0.458247,0.283366
0.422467,0.531958,0.679228,0.464324,0.286658
0.428036,0.536254,0.680001,0.470401,0.289950
0.433605,0.540550,0.680774,0.476478,0.293243
0.439174,0.544846,0.681546,0.482554,0.296535
0.444743,0.549142,0.682319,0.488631,0.299827
0.450312,0.553438,0.683092,0.494708,0.303120
0.455880,0.557734,0.683865,0.500785,0.306412
0.461449,0.562030,0.684637,0.506862,0.309704
0.467018,0.566325,0.685410,0.512939,0.312996
0.472587,0.570621,0.686183,0.519016,0.316289
0.478156,0.574917,0.686956,0.525092,0.319581
0.483725,0.579213,0.687728,0.531169,0.322873
0.489294,0.583509,0.688501,0.537246,0.326166
0.494863,0.587805,0.689274,0.543323,0.329458
0.500432,0.592101,0.690047,0.549400,0.332750
0.506001,0.596397,0.690819,0.555477,0.336043
0.511570,0.600692,0.691592,0.561553,0.339335
0.517139,0.604988,0.692365,0.567630,0.342627
0.522707,0.609284,0.693138,0.573707,0.345920
0.528276,0.613580,0.693910,0.579784,0.349212
0.533845,0.617876,0.694683,0.585861,0.352504
0.539414,0.622172,0.695456,0.591938,0.355797
0.544983,0.626468,0.696229,0.598014,0.359089
0.550552,0.630763,0.697002,0.604091,0.362381
0.556121,0.635059,0.697774,0.610168,0.365674
0.561690,0.639355,0.698547,0.616245,0.368966
0.567259,0.643651,0.699320,0.622322,0.372258
0.572828,0.647947,0.700093,0.628399,0.375550
0.578397,0.652243,0.700865,0.634476,0.378843
0.583966,0.656539,0.701638,0.640552,0.382135
0.589534,0.660835,0.702411,0.646629,0.385427
0.595103,0.665130,0.703184,0.652706,0.388720
0.600672,0.669426,0.703956,0.658783,0.392012
0.606241,0.673722,0.704729,0.664860,0.395304
0.611810,0.678018,0.705502,0.670937,0.398597
0.617379,0.682314,0.706275,0.677013,0.401889
0.622948,0.686610,0.707047,0.683090,0.405181
0.628517,0.690906,0.707820,0.689167,0.408474
0.634086,0.695202,0.708593,0.695244,0.411766
0.639655,0.699497,0.709366,0.701321,0.415058
0.645224,0.703793,0.710138,0.707398,0.418351
0.650793,0.708089,0.710911,0.713475,0.421643
0.656361,0.712385,0.711684,0.719551,0.424935
0.661930,0.716681,0.712457,0.725628,0.428228
0.667499,0.720977,0.713229,0.731705,0.431520
0.673068,0.725273,0.714002,0.737782,0.434812
0.678637,0.729569,0.714775,0.743859,0.438104
0.684206,0.733864,0.715548,0.749936,0.441397
0.689775,0.738160,0.716320,0.756012,0.444689
0.695344,0.742456,0.717093,0.762089,0.447981
0.700913,0.746752,0.717866,0.768166,0.451274
0.706482,0.751048,0.718639,0.774243,0.454566
0.711576,0.754917,0.719122,0.779851,0.457740
0.716155,0.758321,0.719290,0.784950,0.460784
0.720218,0.761261,0.719144,0.789539,0.463698
0.723765,0.763737,0.718682,0.793619,0.466484
0.726796,0.765749,0.717906,0.797189,0.469140
0.729311,0.767295,0.716814,0.800250,0.471667
0.731311,0.768378,0.715408,0.802801,0.474065
0.732794,0.768996,0.713687,0.804843,0.476333
0.733762,0.769150,0.711651,0.806375,0.478472
0.734213,0.768839,0.709300,0.807397,0.480482
0.734149,0.768064,0.706634,0.807910,0.482362
0.733569,0.766825,0.703653,0.807913,0.484113
0.732473,0.765121,0.700357,0.807407,0.485735
0.730861,0.762953,0.696746,0.806391,0.487228
0.728734,0.760320,0.692821,0.804866,0.488591
0.726090,0.757223,0.688580,0.802831,0.489825
0.722931,0.753661,0.684025,0.800287,0.490929
0.719719,0.750053,0.679437,0.797691,0.492021
0.716508,0.746445,0.674850,0.795096,0.493113
0.713297,0.742837,0.670263,0.792500,0.494204
0.710086,0.739229,0.665676,0.789905,0.495296
0.706875,0.735621,0.661089,0.787309,0.496388
0.703664,0.732013,0.656502,0.784714,0.497479
0.700452,0.728405,0.651915,0.782118,0.498571
0.697241,0.724797,0.647328,0.779523,0.499662
0.694030,0.721190,0.642741,0.776927,0.500754
0.690819,0.717582,0.638154,0.774332,0.501846
0.687608,0.713974,0.633567,0.771736,0.502937
0.684397,0.710366,0.628980,0.769141,0.504029
0.681185,0.706758,0.624393,0.766545,0.505121
0.677974,0.703150,0.619806,0.763950,0.506212
0.674763,0.699542,0.615219,0.761354,0.507304
0.671552,0.695934,0.610632,0.758759,0.508396
0.668341,0.692326,0.606045,0.756163,0.509487
0.665129,0.688718,0.601458,0.753568,0.510579
0.661918,0.685110,0.596871,0.750972,0.511670
0.658707,0.681502,0.592284,0.748377,0.512762
0.655496,0.677894,0.587697,0.745781,0.513854
0.652285,0.674286,0.583110,0.743186,0.514945
0.649074,0.670678,0.578523,0.740590,0.516037
0.645862,0.667070,0.573936,0.737995,0.517129
0.642651,0.663462,0.569348,0.735399,0.518220
0.639440,0.659854,0.564761,0.732804,0.519312
0.636229,0.656246,0.560174,0.730208,0.520403
0.633018,0.652638,0.555587,0.727613,0.521495
0.629807,0.649030,0.551000,0.725017,0.522587
0.626595,0.645422,0.546413,0.722422,0.523678
0.623384,0.641814,0.541826,0.719826,0.524770
0.620173,0.638206,0.537239,0.717231,0.525862
0.616962,0.634598,0.532652,0.714635,0.526953
0.613751,0.630990,0.528065,0.712040,0.528045
