density,loudness,brightness,roughness,speed
0.841382,0.795302,0.498508,0.124930,0.364970
0.837540,0.791668,0.496516,0.124988,0.363702
0.833273,0.787630,0.494302,0.125053,0.362294
0.828579,0.783189,0.491867,0.125124,0.360744
0.823459,0.778345,0.489211,0.125202,0.359054
0.817912,0.773097,0.486334,0.125287,0.357224
0.811939,0.767446,0.483235,0.125377,0.355253
0.805540,0.761391,0.479916,0.125475,0.353141
0.798714,0.754934,0.476375,0.125579,0.350888
0.791463,0.748073,0.472613,0.125689,0.348495
0.784207,0.741208,0.468850,0.125799,0.346100
0.776951,0.734343,0.465086,0.125909,0.343705
0.769696,0.727478,0.461322,0.126020,0.341311
0.762440,0.720614,0.457558,0.126130,0.338916
0.755184,0.713749,0.453794,0.126240,0.336521
0.747929,0.706884,0.450031,0.126351,0.334127
0.740673,0.700019,0.446267,0.126461,0.331732
0.733417,0.693155,0.442503,0.126571,0.329337
0.726162,0.686290,0.438739,0.126682,0.326943
0.718906,0.679425,0.434975,0.126792,0.324548
0.711650,0.672561,0.431212,0.126902,0.322153
0.704395,0.665696,0.427448,0.127013,0.319759
0.697139,0.658831,0.423684,0.127123,0.317364
0.689883,0.651966,0.419920,0.127233,0.314969
0.682628,0.645102,0.416156,0.127344,0.312575
0.675372,0.638237,0.412392,0.127454,0.310180
0.668116,0.631372,0.408629,0.127564,0.307785
0.660861,0.624507,0.404865,0.127675,0.305391
0.653605,0.617643,0.401101,0.127785,0.302996
0.646349,0.610778,0.397337,0.127895,0.300601
0.639094,0.603913,0.393573,0.128006,0.298207
0.631838,0.597048,0.389810,0.128116,0.295812
0.624582,0.590184,0.386046,0.128226,0.293417
0.617327,0.583319,0.382282,0.128337,0.291023
0.610071,0.576454,0.378518,0.128447,0.288628
0.602815,0.569590,0.374754,0.128557,0.286233
0.595560,0.562725,0.370991,0.128668,0.283839
0.588304,0.555860,0.367227,0.128778,0.281444
0.581049,0.548995,0.363463,0.128888,0.279049
0.573793,0.542131,0.359699,0.128999,0.276655
0.566537,0.535266,0.355935,0.129109,0.274260
0.559282,0.528401,0.352172,0.129219,0.271865
0.552026,0.521536,0.348408,0.129330,0.269471
0.544770,0.514672,0.344644,0.129440,0.267076
0.537515,0.507807,0.340880,0.129550,0.264681
0.530259,0.500942,0.337116,0.129661,0.262287
0.523003,0.494077,0.333353,0.129771,0.259892
0.515748,0.487213,0.329589,0.129881,0.257497
0.508492,0.480348,0.325825,0.129992,0.255103
0.501236,0.473483,0.322061,0.130102,0.252708
0.493981,0.466619,0.318297,0.130212,0.250313
0.486725,0.459754,0.314534,0.130323,0.247919
0.479469,0.452889,0.310770,0.130433,0.245524
0.472214,0.446024,0.307006,0.130543,0.243129
0.464958,0.439160,0.303242,0.130654,0.240735
0.457702,0.432295,0.299478,0.130764,0.238340
0.450447,0.425430,0.295714,0.130874,0.235945
0.443191,0.418565,0.291951,0.130985,0.233551
0.435935,0.411701,0.288187,0.131095,0.231156
0.428680,0.404836,0.284423,0.131205,0.228761
0.421424,0.397971,0.280659,0.131316,0.226367
0.414168,0.391106,0.276895,0.131426,0.223972
0.406913,0.384242,0.273132,0.131536,0.221577
0.399657,0.377377,0.269368,0.131647,0.219183
0.392401,0.370512,0.265604,0.131757,0.216788
0.385146,0.363648,0.261840,0.131867,0.214393
0.377890,0.356783,0.258076,0.131978,0.211999
0.370634,0.349918,0.254313,0.132088,0.209604
0.363379,0.343053,0.250549,0.132198,0.207209
0.356123,0.336189,0.246785,0.132309,0.204815
0.348867,0.329324,0.243021,0.132419,0.202420
0.341612,0.322459,0.239257,0.132529,0.200025
0.334356,0.315594,0.235494,0.132640,0.197631
0.327100,0.308730,0.231730,0.132750,0.195236
0.320034,0.302124,0.228084,0.132975,0.192993
0.313399,0.296110,0.224709,0.133461,0.191097
0.307216,0.290716,0.221617,0.134220,0.189564
0.301485,0.285942,0.218808,0.135253,0.188394
0.296207,0.281787,0.216281,0.136559,0.187587
0.291380,0.278251,0.214038,0.138139,0.187143
0.287005,0.275335,0.212077,0.139992,0.187062
0.283082,0.273039,0.210400,0.142119,0.187344
0.279612,0.271362,0.209005,0.144519,0.187989
0.276593,0.270305,0.207893,0.147193,0.188997
0.274026,0.269867,0.207065,0.150140,0.190368
0.271912,0.270049,0.206519,0.153361,0.192102
0.270249,0.270851,0.206256,0.156855,0.194199
0.269038,0.272272,0.206276,0.160622,0.196659
0.268280,0.274313,0.206579,0.164663,0.199482
0.267973,0.276973,0.207165,0.168978,0.202668
0.268118,0.280253,0.208033,0.173566,0.206217
0.268531,0.283898,0.209069,0.178315,0.209980
0.268968,0.287578,0.210121,0.183080,0.213763
0.269405,0.291258,0.211172,0.187844,0.217547
0.269842,0.294937,0.212224,0.192608,0.221330
0.270279,0.298617,0.213275,0.197373,0.225113
0.270716,0.302297,0.214327,0.202137,0.228897
0.271153,0.305976,0.215378,0.206902,0.232680
0.271590,0.309656,0.216429,0.211666,0.236463
0.272027,0.313336,0.217481,0.216431,0.240246
0.272464,0.317015,0.218532,0.221195,0.244030
0.272901,0.320695,0.219584,0.225959,0.247813
0.273338,0.324375,0.220635,0.230724,0.251596
0.273775,0.328054,0.221687,0.235488,0.255380
0.274212,0.331734,0.222738,0.240253,0.259163
0.274650,0.335413,0.223789,0.245017,0.262946
0.275087,0.339093,0.224841,0.249782,0.266729
0.275524,0.342773,0.225892,0.254546,0.270513
0.275961,0.346452,0.226944,0.259310,0.274296
0.276398,0.350132,0.227995,0.264075,0.278079
0.276835,0.353812,0.229047,0.268839,0.281863
0.277272,0.357491,0.230098,0.273604,0.285646
0.277709,0.361171,0.231149,0.278368,0.289429
0.278146,0.364851,0.232201,0.283133,0.293212
0.278583,0.368530,0.233252,0.287897,0.296996
0.279020,0.372210,0.234304,0.292661,0.300779
0.279457,0.375890,0.235355,0.297426,0.304562
0.279894,0.379569,0.236407,0.302190,0.308346
0.280331,0.383249,0.237458,0.306955,0.312129
0.280769,0.386929,0.238509,0.311719,0.315912
0.281206,0.390608,0.239561,0.316484,0.319695
0.281643,0.394288,0.240612,0.321248,0.323479
0.282080,0.397968,0.241664,0.326012,0.327262
0.282517,0.401647,0.242715,0.330777,0.331045
0.282954,0.405327,0.243767,0.335541,0.334829
0.283391,0.409007,0.244818,0.340306,0.338612
0.283828,0.412686,0.245870,0.345070,0.342395
0.284265,0.416366,0.246921,0.349835,0.346178
0.284702,0.420046,0.247972,0.354599,0.349962
0.285139,0.423725,0.249024,0.359363,0.353745
0.285576,0.427405,0.250075,0.364128,0.357528
0.286013,0.431085,0.251127,0.368892,0.361312
0.286450,0.434764,0.252178,0.373657,0.365095
0.286887,0.438444,0.253230,0.378421,0.368878
0.287325,0.442123,0.254281,0.383185,0.372661
0.287762,0.445803,0.255332,0.387950,0.376445
0.288199,0.449483,0.256384,0.392714,0.380228
0.288636,0.453162,0.257435,0.397479,0.384011
0.289073,0.456842,0.258487,0.402243,0.387795
0.289510,0.460522,0.259538,0.407008,0.391578
0.289947,0.464201,0.260590,0.411772,0.395361
0.290384,0.467881,0.261641,0.416536,0.399144
0.290821,0.471561,0.262692,0.421301,0.402928
0.291258,0.475240,0.263744,0.426065,0.406711
0.291695,0.478920,0.264795,0.430830,0.410494
0.292132,0.482600,0.265847,0.435594,0.414278
0.292569,0.486279,0.266898,0.440359,0.418061
0.293006,0.489959,0.267950,0.445123,0.421844
0.293444,0.493639,0.269001,0.449887,0.425627
0.293881,0.497318,0.270052,0.454652,0.429411
0.294318,0.500998,0.271104,0.459416,0.433194
0.294755,0.504678,0.272155,0.464181,0.436977
0.295192,0.508357,0.273207,0.468945,0.440761
0.295629,0.512037,0.274258,0.473710,0.444544
0.296066,0.515717,0.275310,0.478474,0.448327
0.296503,0.519396,0.276361,0.483238,0.452110
0.296858,0.522960,0.277710,0.487730,0.455977
0.297105,0.526374,0.279449,0.491865,0.459951
0.297242,0.529634,0.281583,0.495637,0.464036
0.297270,0.532740,0.284112,0.499047,0.468231
0.297189,0.535694,0.287037,0.502094,0.472536
0.296998,0.538494,0.290358,0.504778,0.476951
0.296697,0.541140,0.294074,0.507101,0.481476
0.296287,0.543634,0.298186,0.509060,0.486112
0.295768,0.545974,0.302693,0.510658,0.490857
0.295139,0.548160,0.307596,0.511892,0.495713
0.294401,0.550194,0.312894,0.512765,0.500679
0.293553,0.552074,0.318587,0.513274,0.505755
0.292596,0.553800,0.324677,0.513421,0.510941
0.291529,0.555374,0.331161,0.513206,0.516237
0.290353,0.556793,0.338042,0.512628,0.521643
0.289067,0.558060,0.345318,0.511688,0.527160
0.287672,0.559173,0.352989,0.510385,0.532786
0.286248,0.560246,0.360765,0.508987,0.538442
0.284822,0.561316,0.368548,0.507582,0.544100
0.283396,0.562386,0.376330,0.506177,0.549757
0.281970,0.563457,0.384113,0.504772,0.555415
0.280544,0.564527,0.391896,0.503367,0.561073
0.279118,0.565597,0.399679,0.501962,0.566730
0.277692,0.566667,0.407462,0.500557,0.572388
0.276266,0.567737,0.415245,0.499152,0.578046
0.274840,0.568807,0.423027,0.497747,0.583703
0.273414,0.569877,0.430810,0.496342,0.589361
0.271988,0.570947,0.438593,0.494937,0.595019
0.270562,0.572017,0.446376,0.493532,0.600676
0.269136,0.573088,0.454159,0.492127,0.606334
0.267711,0.574158,0.461941,0.490722,0.611992
0.266285,0.575228,0.469724,0.489317,0.617649
0.264859,0.576298,0.477507,0.487912,0.623307
0.263433,0.577368,0.485290,0.486507,0.628965
0.262007,0.578438,0.493073,0.485102,0.634622
0.260581,0.579508,0.500855,0.483697,0.640280
0.259155,0.580578,0.508638,0.482292,0.645938
0.257729,0.581648,0.516421,0.480887,0.651595
0.256303,0.582718,0.524204,0.479482,0.657253
0.254877,0.583789,0.531987,0.478077,0.662911
0.253451,0.584859,0.539770,0.476672,0.668568
0.252025,0.585929,0.547552,0.475267,0.674226
0.250599,0.586999,0.555335,0.473862,0.679884
0.249173,0.588069,0.563118,0.472457,0.685541
