density,loudness,brightness,roughness,speed
0.828957,0.869261,0.217791,0.317753,0.327048
0.828116,0.868287,0.220084,0.321635,0.330885
0.827180,0.867204,0.222631,0.325947,0.335149
0.826151,0.866013,0.225434,0.330691,0.339839
0.825029,0.864714,0.228490,0.335866,0.344955
0.823813,0.863307,0.231802,0.341473,0.350498
0.822504,0.861791,0.235368,0.347511,0.356467
0.821101,0.860168,0.239190,0.353980,0.362862
0.819604,0.858435,0.243265,0.360880,0.369683
0.818014,0.856595,0.247596,0.368211,0.376931
0.816424,0.854755,0.251927,0.375543,0.384179
0.814834,0.852914,0.256257,0.382874,0.391427
0.813244,0.851074,0.260588,0.390206,0.398675
0.811654,0.849234,0.264918,0.397537,0.405923
0.810064,0.847393,0.269249,0.404869,0.413171
0.808474,0.845553,0.273579,0.412200,0.420419
0.806884,0.843713,0.277910,0.419532,0.427667
0.805294,0.841872,0.282241,0.426863,0.434915
0.803704,0.840032,0.286571,0.434195,0.442163
0.802114,0.838192,0.290902,0.441526,0.449411
0.800524,0.836351,0.295232,0.448858,0.456659
0.798934,0.834511,0.299563,0.456189,0.463907
0.797344,0.832671,0.303893,0.463521,0.471155
0.795754,0.830830,0.308224,0.470852,0.478403
0.794164,0.828990,0.312555,0.478184,0.485651
0.792574,0.827150,0.316885,0.485515,0.492899
0.790984,0.825309,0.321216,0.492847,0.500147
0.789394,0.823469,0.325546,0.500178,0.507395
0.787804,0.821629,0.329877,0.507510,0.514643
0.786214,0.819788,0.334208,0.514841,0.521891
0.784624,0.817948,0.338538,0.522173,0.529139
0.783034,0.816108,0.342869,0.529504,0.536387
0.781444,0.814267,0.347199,0.536836,0.543635
0.779854,0.812427,0.351530,0.544167,0.550883
0.778264,0.810587,0.355860,0.551499,0.558131
0.776674,0.808746,0.360191,0.558830,0.565379
0.775084,0.806906,0.364522,0.566162,0.572627
0.773494,0.805066,0.368852,0.573493,0.579875
0.771904,0.803225,0.373183,0.580825,0.587123
0.770314,0.801385,0.377513,0.588156,0.594371
0.768724,0.799545,0.381844,0.595488,0.601619
0.767134,0.797704,0.386175,0.602819,0.608867
0.765544,0.795864,0.390505,0.610151,0.616115
0.763954,0.794023,0.394836,0.617482,0.623363
0.762364,0.792183,0.399166,0.624814,0.630611
0.760774,0.790343,0.403497,0.632145,0.637859
0.759184,0.788502,0.407827,0.639477,0.645107
0.757594,0.786662,0.412158,0.646808,0.652355
0.756004,0.784822,0.416489,0.654140,0.659603
0.754414,0.782981,0.420819,0.661471,0.666851
0.752824,0.781141,0.425150,0.668803,0.674099
0.751234,0.779301,0.429480,0.676134,0.681347
0.749644,0.777460,0.433811,0.683466,0.688595
0.748054,0.775620,0.438141,0.690797,0.695843
0.746464,0.773780,0.442472,0.698129,0.703091
0.744874,0.771939,0.446803,0.705460,0.710339
0.743284,0.770099,0.451133,0.712792,0.717587
0.741694,0.768259,0.455464,0.720123,0.724835
0.740104,0.766418,0.459794,0.727455,0.732083
0.738514,0.764578,0.464125,0.734786,0.739331
0.736924,0.762738,0.468456,0.742118,0.746579
0.735334,0.760897,0.472786,0.749449,0.753827
0.733744,0.759057,0.477117,0.756781,0.761075
0.732154,0.757217,0.481447,0.764112,0.768323
0.730564,0.755376,0.485778,0.771444,0.775571
0.728974,0.753536,0.490108,0.778775,0.782819
