density,loudness,brightness,roughness,speed
0.354901,0.469927,0.591075,0.056708,0.678256
0.357110,0.471377,0.591366,0.057331,0.679861
0.359565,0.472988,0.591689,0.058023,0.681644
0.362265,0.474760,0.592044,0.058785,0.683605
0.365210,0.476694,0.592431,0.059616,0.685745
0.368401,0.478789,0.592851,0.060517,0.688063
0.371838,0.481044,0.593303,0.061486,0.690560
0.375520,0.483461,0.593787,0.062525,0.693234
0.379447,0.486039,0.594303,0.063633,0.696088
0.383620,0.488779,0.594852,0.064810,0.699119
0.387793,0.491518,0.595401,0.065987,0.702150
0.391966,0.494257,0.595950,0.067165,0.705182
0.396139,0.496996,0.596498,0.068342,0.708213
0.400312,0.499735,0.597047,0.069519,0.711244
0.404485,0.502475,0.597596,0.070697,0.714276
0.408658,0.505214,0.598145,0.071874,0.717307
0.412830,0.507953,0.598693,0.073051,0.720338
0.417003,0.510692,0.599242,0.074228,0.723370
0.421176,0.513431,0.599791,0.075406,0.726401
0.425349,0.516170,0.600340,0.076583,0.729432
0.429522,0.518910,0.600888,0.077760,0.732464
0.433695,0.521649,0.601437,0.078938,0.735495
0.437868,0.524388,0.601986,0.080115,0.738526
0.442041,0.527127,0.602535,0.081292,0.741558
0.446214,0.529866,0.603083,0.082469,0.744589
0.450387,0.532606,0.603632,0.083647,0.747620
0.454559,0.535345,0.604181,0.084824,0.750652
0.458732,0.538084,0.604730,0.086001,0.753683
0.462905,0.540823,0.605278,0.087179,0.756714
0.467078,0.543562,0.605827,0.088356,0.759746
0.471251,0.546301,0.606376,0.089533,0.762777
0.475424,0.549041,0.606925,0.090710,0.765809
0.479597,0.551780,0.607473,0.091888,0.768840
0.483770,0.554519,0.608022,0.093065,0.771871
0.487943,0.557258,0.608571,0.094242,0.774903
0.492116,0.559997,0.609120,0.095419,0.777934
0.496288,0.562737,0.609669,0.096597,0.780965
0.500461,0.565476,0.610217,0.097774,0.783997
0.504634,0.568215,0.610766,0.098951,0.787028
0.508807,0.570954,0.611315,0.100129,0.790059
0.512980,0.573693,0.611864,0.101306,0.793091
0.517153,0.576432,0.612412,0.102483,0.796122
0.521326,0.579172,0.612961,0.103660,0.799153
0.525499,0.581911,0.613510,0.104838,0.802185
0.529672,0.584650,0.614059,0.106015,0.805216
0.533845,0.587389,0.614607,0.107192,0.808247
0.538017,0.590128,0.615156,0.108370,0.811279
0.542190,0.592868,0.615705,0.109547,0.814310
0.546363,0.595607,0.616254,0.110724,0.817341
0.550536,0.598346,0.616802,0.111901,0.820373
0.554709,0.601085,0.617351,0.113079,0.823404
0.558882,0.603824,0.617900,0.114256,0.826436
0.563055,0.606563,0.618449,0.115433,0.829467
0.567228,0.609303,0.618997,0.116611,0.832498
0.571401,0.612042,0.619546,0.117788,0.835530
0.575574,0.614781,0.620095,0.118965,0.838561
0.579746,0.617520,0.620644,0.120142,0.841592
0.583919,0.620259,0.621192,0.121320,0.844624
0.588092,0.622999,0.621741,0.122497,0.847655
0.592265,0.625738,0.622290,0.123674,0.850686
0.596438,0.628477,0.622839,0.124852,0.853718
0.600611,0.631216,0.623387,0.126029,0.856749
0.604784,0.633955,0.623936,0.127206,0.859780
0.608957,0.636694,0.624485,0.128383,0.862812
0.613130,0.639434,0.625034,0.129561,0.865843
0.617303,0.642173,0.625583,0.130738,0.868874
0.621475,0.644912,0.626131,0.131915,0.871906
0.625648,0.647651,0.626680,0.133092,0.874937
0.629821,0.650390,0.627229,0.134270,0.877968
0.633994,0.653130,0.627778,0.135447,0.881000
0.638167,0.655869,0.628326,0.136624,0.884031
0.642340,0.658608,0.628875,0.137802,0.887062
0.646442,0.661314,0.629401,0.138973,0.889954
0.650152,0.663837,0.629799,0.140111,0.892075
0.653471,0.666178,0.630071,0.141215,0.893425
0.656399,0.668336,0.630216,0.142286,0.894006
0.658935,0.670311,0.630234,0.143323,0.893815
0.661080,0.672104,0.630125,0.144328,0.892855
0.662834,0.673714,0.629889,0.145298,0.891124
0.664196,0.675141,0.629526,0.146235,0.888623
0.665167,0.676386,0.629036,0.147139,0.885351
0.665746,0.677448,0.628419,0.148010,0.881310
0.665934,0.678327,0.627676,0.148847,0.876497
0.665731,0.679024,0.626805,0.149650,0.870915
0.665137,0.679538,0.625807,0.150421,0.864562
0.664151,0.679870,0.624683,0.151157,0.857438
0.662774,0.680018,0.623431,0.151861,0.849545
0.661005,0.679984,0.622053,0.152531,0.840881
0.658845,0.679768,0.620547,0.153167,0.831447
0.656365,0.679402,0.618938,0.153776,0.821382
0.653885,0.679036,0.617329,0.154385,0.811317
0.651404,0.678670,0.615719,0.154994,0.801253
0.648924,0.678304,0.614110,0.155604,0.791188
0.646444,0.677938,0.612501,0.156213,0.781123
0.643964,0.677572,0.610892,0.156822,0.771059
0.641484,0.677206,0.609282,0.157431,0.760994
0.639004,0.676840,0.607673,0.158040,0.750929
0.636523,0.676474,0.606064,0.158649,0.740865
0.634043,0.676108,0.604454,0.159258,0.730800
0.631563,0.675741,0.602845,0.159868,0.720736
0.629083,0.675375,0.601236,0.160477,0.710671
0.626603,0.675009,0.599627,0.161086,0.700606
0.624123,0.674643,0.598017,0.161695,0.690542
0.621642,0.674277,0.596408,0.162304,0.680477
0.619162,0.673911,0.594799,0.162913,0.670412
0.616682,0.673545,0.593189,0.163522,0.660348
0.614202,0.673179,0.591580,0.164132,0.650283
0.611722,0.672813,0.589971,0.164741,0.640219
0.609242,0.672447,0.588362,0.165350,0.630154
0.606761,0.672081,0.586752,0.165959,0.620089
0.604281,0.671715,0.585143,0.166568,0.610025
0.601801,0.671349,0.583534,0.167177,0.599960
0.599321,0.670983,0.581924,0.167787,0.589895
0.596841,0.670617,0.580315,0.168396,0.579831
0.594361,0.670251,0.578706,0.169005,0.569766
0.591880,0.669885,0.577097,0.169614,0.559702
0.589400,0.669519,0.575487,0.170223,0.549637
0.586920,0.669153,0.573878,0.170832,0.539572
0.584440,0.668787,0.572269,0.171441,0.529508
0.581960,0.668421,0.570659,0.172051,0.519443
0.579480,0.668055,0.569050,0.172660,0.509378
0.576999,0.667689,0.567441,0.173269,0.499314
0.574519,0.667323,0.565832,0.173878,0.489249
0.572039,0.666957,0.564222,0.174487,0.479184
0.569559,0.666591,0.562613,0.175096,0.469120
0.567079,0.666225,0.561004,0.175705,0.459055
0.564599,0.665859,0.559395,0.176315,0.448991
0.562118,0.665493,0.557785,0.176924,0.438926
0.559638,0.665127,0.556176,0.177533,0.428861
0.557158,0.664761,0.554567,0.178142,0.418797
0.554678,0.664395,0.552957,0.178751,0.408732
0.552198,0.664029,0.551348,0.179360,0.398667
0.549718,0.663663,0.549739,0.179969,0.388603
0.547237,0.663297,0.548130,0.180579,0.378538
0.544757,0.662931,0.546520,0.181188,0.368474
0.542277,0.662565,0.544911,0.181797,0.358409
0.539797,0.662199,0.543302,0.182406,0.348344
0.537317,0.661833,0.541692,0.183015,0.338280
0.534837,0.661466,0.540083,0.183624,0.328215
0.532356,0.661100,0.538474,0.184233,0.318150
0.529876,0.660734,0.536865,0.184843,0.308086
0.527396,0.660368,0.535255,0.185452,0.298021
0.524916,0.660002,0.533646,0.186061,0.287957
0.522436,0.659636,0.532037,0.186670,0.277892
0.519955,0.659270,0.530427,0.187279,0.267827
0.517475,0.658904,0.528818,0.187888,0.257763
0.514995,0.658538,0.527209,0.188497,0.247698
0.512515,0.658172,0.525600,0.189107,0.237633
0.510035,0.657806,0.523990,0.189716,0.227569
0.507555,0.657440,0.522381,0.190325,0.217504
0.505074,0.657074,0.520772,0.190934,0.207440
0.502594,0.656708,0.519162,0.191543,0.197375
0.500253,0.656285,0.517537,0.192229,0.187620
0.498292,0.655704,0.515869,0.193124,0.178719
0.496712,0.654967,0.514156,0.194230,0.170669
0.495513,0.654072,0.512401,0.195545,0.163473
0.494694,0.653019,0.510601,0.197071,0.157129
0.494257,0.651810,0.508758,0.198806,0.151638
0.494200,0.650443,0.506872,0.200751,0.147000
0.494524,0.648918,0.504942,0.202907,0.143215
0.495229,0.647237,0.502968,0.205272,0.140282
0.496315,0.645398,0.500951,0.207848,0.138202
0.497781,0.643402,0.498890,0.210633,0.136975
0.499629,0.641249,0.496786,0.213628,0.136600
0.501857,0.638938,0.494638,0.216834,0.137078
0.504466,0.636470,0.492446,0.220249,0.138409
0.507456,0.633845,0.490211,0.223874,0.140593
0.510827,0.631062,0.487933,0.227710,0.143629
0.514578,0.628123,0.485611,0.231755,0.147518
0.518572,0.625083,0.483261,0.235934,0.151950
0.522566,0.622043,0.480911,0.240113,0.156382
0.526560,0.619003,0.478561,0.244291,0.160813
0.530554,0.615963,0.476211,0.248470,0.165245
0.534548,0.612923,0.473861,0.252649,0.169677
0.538541,0.609883,0.471511,0.256828,0.174109
0.542535,0.606843,0.469162,0.261007,0.178540
0.546529,0.603803,0.466812,0.265186,0.182972
