density,loudness,brightness,roughness,speed
0.466540,0.464700,0.240203,0.706929,0.409319
0.469200,0.466262,0.243062,0.704455,0.407312
0.472155,0.467997,0.246239,0.701708,0.405083
0.475405,0.469905,0.249733,0.698686,0.402631
0.478951,0.471987,0.253544,0.695389,0.399956
0.482791,0.474242,0.257672,0.691818,0.397058
0.486927,0.476671,0.262118,0.687973,0.393938
0.491358,0.479272,0.266881,0.683853,0.390595
0.496083,0.482047,0.271961,0.679458,0.387030
0.501105,0.484996,0.277359,0.674789,0.383241
0.506129,0.487946,0.282759,0.670118,0.379451
0.511153,0.490896,0.288160,0.665446,0.375660
0.516177,0.493846,0.293561,0.660775,0.371870
0.521201,0.496796,0.298962,0.656103,0.368079
0.526225,0.499746,0.304362,0.651431,0.364289
0.531249,0.502696,0.309763,0.646760,0.360498
0.536273,0.505646,0.315164,0.642088,0.356708
0.541297,0.508596,0.320565,0.637416,0.352917
0.546322,0.511546,0.325965,0.632745,0.349127
0.551346,0.514496,0.331366,0.628073,0.345336
0.556370,0.517446,0.336767,0.623402,0.341546
0.561394,0.520397,0.342168,0.618730,0.337755
0.566418,0.523347,0.347568,0.614058,0.333965
0.571442,0.526297,0.352969,0.609387,0.330174
0.576466,0.529247,0.358370,0.604715,0.326384
0.581490,0.532197,0.363771,0.600044,0.322593
0.586514,0.535147,0.369171,0.595372,0.318803
0.591538,0.538097,0.374572,0.590700,0.315012
0.596563,0.541047,0.379973,0.586029,0.311222
0.601587,0.543997,0.385374,0.581357,0.307431
0.606611,0.546947,0.390774,0.576685,0.303641
0.611635,0.549897,0.396175,0.572014,0.299850
0.616659,0.552847,0.401576,0.567342,0.296060
0.621683,0.555797,0.406977,0.562671,0.292269
0.626707,0.558747,0.412377,0.557999,0.288479
0.631731,0.561698,0.417778,0.553327,0.284689
0.636755,0.564648,0.423179,0.548656,0.280898
0.641779,0.567598,0.428580,0.543984,0.277108
0.646804,0.570548,0.433980,0.539313,0.273317
0.651828,0.573498,0.439381,0.534641,0.269527
0.656852,0.576448,0.444782,0.529969,0.265736
0.661876,0.579398,0.450183,0.525298,0.261946
0.666900,0.582348,0.455583,0.520626,0.258155
0.671924,0.585298,0.460984,0.515954,0.254365
0.676948,0.588248,0.466385,0.511283,0.250574
0.681972,0.591198,0.471786,0.506611,0.246784
0.686996,0.594148,0.477186,0.501940,0.242993
0.692020,0.597098,0.482587,0.497268,0.239203
0.697045,0.600048,0.487988,0.492596,0.235412
0.702069,0.602999,0.493389,0.487925,0.231622
0.707093,0.605949,0.498789,0.483253,0.227831
0.712117,0.608899,0.504190,0.478581,0.224041
0.717141,0.611849,0.509591,0.473910,0.220250
0.722165,0.614799,0.514992,0.469238,0.216460
0.727189,0.617749,0.520393,0.464567,0.212669
0.732213,0.620699,0.525793,0.459895,0.208879
0.737237,0.623649,0.531194,0.455223,0.205088
0.742262,0.626599,0.536595,0.450552,0.201298
0.747286,0.629549,0.541996,0.445880,0.197507
0.752310,0.632499,0.547396,0.441209,0.193717
0.757334,0.635449,0.552797,0.436537,0.189926
