density,loudness,brightness,roughness,speed
0.471306,0.503961,0.708175,0.866271,0.619233
0.471521,0.503546,0.706725,0.863683,0.618343
0.471759,0.503085,0.705115,0.860808,0.617355
0.472022,0.502579,0.703344,0.857646,0.616268
0.472308,0.502026,0.701412,0.854196,0.615083
0.472618,0.501427,0.699319,0.850459,0.613799
0.472952,0.500782,0.697065,0.846434,0.612416
0.473310,0.500091,0.694651,0.842123,0.610934
0.473691,0.499355,0.692075,0.837524,0.609353
0.474097,0.498572,0.689339,0.832638,0.607674
0.474502,0.497788,0.686601,0.827749,0.605994
0.474908,0.497005,0.683863,0.822861,0.604314
0.475313,0.496222,0.681126,0.817972,0.602635
0.475719,0.495439,0.678388,0.813084,0.600955
0.476125,0.494656,0.675650,0.808196,0.599275
0.476530,0.493872,0.672913,0.803307,0.597595
0.476936,0.493089,0.670175,0.798419,0.595915
0.477341,0.492306,0.667437,0.793530,0.594235
0.477747,0.491523,0.664700,0.788642,0.592555
0.478153,0.490739,0.661962,0.783754,0.590875
0.478558,0.489956,0.659224,0.778865,0.589195
0.478964,0.489173,0.656487,0.773977,0.587515
0.479369,0.488390,0.653749,0.769088,0.585835
0.479775,0.487606,0.651011,0.764200,0.584155
0.480180,0.486823,0.648274,0.759311,0.582475
0.480586,0.486040,0.645536,0.754423,0.580796
0.480992,0.485257,0.642798,0.749535,0.579116
0.481397,0.484474,0.640061,0.744646,0.577436
0.481803,0.483690,0.637323,0.739758,0.575756
0.482208,0.482907,0.634585,0.734869,0.574076
0.482614,0.482124,0.631848,0.729981,0.572396
0.483020,0.481341,0.629110,0.725093,0.570716
0.483425,0.480557,0.626373,0.720204,0.569036
0.483831,0.479774,0.623635,0.715316,0.567356
0.484236,0.478991,0.620897,0.710427,0.565676
0.484642,0.478208,0.618160,0.705539,0.563996
0.485048,0.477424,0.615422,0.700651,0.562316
0.485453,0.476641,0.612684,0.695762,0.560636
0.485859,0.475858,0.609947,0.690874,0.558957
0.486264,0.475075,0.607209,0.685985,0.557277
0.486670,0.474292,0.604471,0.681097,0.555597
0.487076,0.473508,0.601734,0.676209,0.553917
0.487481,0.472725,0.598996,0.671320,0.552237
0.487887,0.471942,0.596258,0.666432,0.550557
0.488292,0.471159,0.593521,0.661543,0.548877
0.488698,0.470375,0.590783,0.656655,0.547197
0.489104,0.469592,0.588045,0.651766,0.545517
0.489509,0.468809,0.585308,0.646878,0.543837
0.489915,0.468026,0.582570,0.641990,0.542157
0.490320,0.467242,0.579832,0.637101,0.540477
0.490726,0.466459,0.577095,0.632213,0.538797
0.491131,0.465676,0.574357,0.627324,0.537117
0.491537,0.464893,0.571619,0.622436,0.535438
0.491943,0.464110,0.568882,0.617548,0.533758
0.492348,0.463326,0.566144,0.612659,0.532078
0.492754,0.462543,0.563407,0.607771,0.530398
0.493159,0.461760,0.560669,0.602882,0.528718
0.493565,0.460977,0.557931,0.597994,0.527038
0.493971,0.460193,0.555194,0.593106,0.525358
0.494376,0.459410,0.552456,0.588217,0.523678
0.494782,0.458627,0.549718,0.583329,0.521998
0.495187,0.457844,0.546981,0.578440,0.520318
0.495593,0.457060,0.544243,0.573552,0.518638
0.495999,0.456277,0.541505,0.568664,0.516958
0.496404,0.455494,0.538768,0.563775,0.515278
0.496810,0.454711,0.536030,0.558887,0.513599
0.497215,0.453928,0.533292,0.553998,0.511919
0.497621,0.453144,0.530555,0.549110,0.510239
0.498027,0.452361,0.527817,0.544221,0.508559
0.498432,0.451578,0.525079,0.539333,0.506879
0.498838,0.450795,0.522342,0.534445,0.505199
0.499243,0.450011,0.519604,0.529556,0.503519
0.499649,0.449228,0.516866,0.524668,0.501839
0.500220,0.448498,0.514363,0.520040,0.500067
0.501042,0.447849,0.512216,0.515806,0.498156
0.502121,0.447283,0.510433,0.511975,0.496102
0.503456,0.446799,0.509013,0.508548,0.493905
0.505047,0.446397,0.507957,0.505524,0.491566
0.506895,0.446079,0.507264,0.502903,0.489084
0.509000,0.445843,0.506936,0.500686,0.486460
0.511361,0.445689,0.506971,0.498871,0.483693
0.513978,0.445618,0.507369,0.497460,0.480784
0.516852,0.445630,0.508131,0.496452,0.477732
0.519983,0.445724,0.509257,0.495847,0.474538
0.523370,0.445901,0.510747,0.495645,0.471201
0.527013,0.446160,0.512600,0.495846,0.467721
0.530913,0.446502,0.514816,0.496451,0.464099
0.535069,0.446927,0.517397,0.497459,0.460334
0.539482,0.447434,0.520341,0.498870,0.456427
0.544151,0.448024,0.523649,0.500684,0.452377
0.548914,0.448644,0.527090,0.502646,0.448275
0.553684,0.449266,0.530540,0.504618,0.444170
0.558454,0.449889,0.533991,0.506591,0.440064
0.563224,0.450511,0.537441,0.508563,0.435958
