density,loudness,brightness,roughness,speed
0.602734,0.388329,0.335608,0.677966,0.489537
0.601864,0.390166,0.337184,0.675180,0.490761
0.600897,0.392207,0.338936,0.672084,0.492121
0.599835,0.394451,0.340863,0.668679,0.493616
0.598676,0.396900,0.342964,0.664966,0.495248
0.597420,0.399552,0.345240,0.660943,0.497015
0.596068,0.402408,0.347692,0.656611,0.498918
0.594619,0.405468,0.350318,0.651970,0.500957
0.593074,0.408731,0.353119,0.647019,0.503132
0.591432,0.412199,0.356095,0.641760,0.505442
0.589789,0.415669,0.359073,0.636497,0.507754
0.588146,0.419139,0.362052,0.631233,0.510067
0.586503,0.422609,0.365030,0.625970,0.512379
0.584860,0.426079,0.368008,0.620706,0.514691
0.583218,0.429549,0.370987,0.615443,0.517003
0.581575,0.433019,0.373965,0.610179,0.519316
0.579932,0.436489,0.376943,0.604916,0.521628
0.578289,0.439959,0.379922,0.599652,0.523940
0.576646,0.443429,0.382900,0.594389,0.526252
0.575003,0.446899,0.385878,0.589126,0.528564
0.573360,0.450369,0.388857,0.583862,0.530877
0.571717,0.453840,0.391835,0.578599,0.533189
0.570074,0.457310,0.394813,0.573335,0.535501
0.568431,0.460780,0.397792,0.568072,0.537813
0.566788,0.464250,0.400770,0.562808,0.540126
0.565145,0.467720,0.403748,0.557545,0.542438
0.563503,0.471190,0.406727,0.552281,0.544750
0.561860,0.474660,0.409705,0.547018,0.547062
0.560217,0.478130,0.412683,0.541755,0.549375
0.558574,0.481600,0.415662,0.536491,0.551687
0.556931,0.485070,0.418640,0.531228,0.553999
0.555288,0.488540,0.421618,0.525964,0.556311
0.553645,0.492010,0.424597,0.520701,0.558624
0.552002,0.495480,0.427575,0.515437,0.560936
0.550359,0.498951,0.430553,0.510174,0.563248
0.548716,0.502421,0.433532,0.504910,0.565560
0.547073,0.505891,0.436510,0.499647,0.567872
0.545430,0.509361,0.439488,0.494384,0.570185
0.543787,0.512831,0.442467,0.489120,0.572497
0.542145,0.516301,0.445445,0.483857,0.574809
0.540502,0.519771,0.448423,0.478593,0.577121
0.538859,0.523241,0.451402,0.473330,0.579434
0.537216,0.526711,0.454380,0.468066,0.581746
0.535573,0.530181,0.457358,0.462803,0.584058
0.533930,0.533651,0.460337,0.457539,0.586370
0.532287,0.537121,0.463315,0.452276,0.588683
0.530644,0.540591,0.466293,0.447013,0.590995
0.529001,0.544062,0.469272,0.441749,0.593307
0.527358,0.547532,0.472250,0.436486,0.595619
0.525715,0.551002,0.475228,0.431222,0.597932
0.524072,0.554472,0.478207,0.425959,0.600244
0.522430,0.557942,0.481185,0.420695,0.602556
0.520787,0.561412,0.484163,0.415432,0.604868
0.519144,0.564882,0.487142,0.410168,0.607180
0.517501,0.568352,0.490120,0.404905,0.609493
0.515858,0.571822,0.493098,0.399641,0.611805
0.514215,0.575292,0.496077,0.394378,0.614117
0.512572,0.578762,0.499055,0.389115,0.616429
0.510929,0.582232,0.502033,0.383851,0.618742
0.509286,0.585702,0.505012,0.378588,0.621054
0.507643,0.589173,0.507990,0.373324,0.623366
0.506000,0.592643,0.510968,0.368061,0.625678
0.504357,0.596113,0.513947,0.362797,0.627991
0.502714,0.599583,0.516925,0.357534,0.630303
0.501072,0.603053,0.519903,0.352270,0.632615
0.499429,0.606523,0.522882,0.347007,0.634927
0.497786,0.609993,0.525860,0.341744,0.637240
0.496143,0.613463,0.528838,0.336480,0.639552
0.494605,0.616556,0.531587,0.331900,0.641937
0.493184,0.619225,0.534079,0.328087,0.644403
0.491881,0.621469,0.536312,0.325041,0.646952
0.490696,0.623290,0.538288,0.322763,0.649582
0.489628,0.624686,0.540006,0.321253,0.652294
0.488678,0.625659,0.541467,0.320509,0.655088
0.487846,0.626208,0.542670,0.320534,0.657963
0.487131,0.626332,0.543615,0.321326,0.660921
0.486534,0.626032,0.544302,0.322885,0.663960
0.486055,0.625309,0.544732,0.325212,0.667080
0.485693,0.624161,0.544904,0.328307,0.670283
0.485449,0.622589,0.544818,0.332169,0.673567
0.485322,0.620594,0.544475,0.336798,0.676933
0.485314,0.618174,0.543874,0.342195,0.680381
0.485422,0.615330,0.543015,0.348360,0.683910
0.485649,0.612062,0.541899,0.355291,0.687522
0.485993,0.608370,0.540524,0.362991,0.691214
0.486354,0.604620,0.539114,0.370797,0.694919
0.486714,0.600869,0.537705,0.378602,0.698623
0.487075,0.597118,0.536295,0.386408,0.702327
0.487435,0.593368,0.534885,0.394214,0.706032
0.487795,0.589617,0.533475,0.402020,0.709736
0.488156,0.585866,0.532065,0.409826,0.713440
0.488516,0.582116,0.530655,0.417631,0.717145
