density,loudness,brightness,roughness,speed
0.169424,0.578807,0.341930,0.115520,0.344359
0.174070,0.580580,0.343212,0.116799,0.345716
0.179232,0.582551,0.344637,0.118221,0.347224
0.184910,0.584718,0.346205,0.119785,0.348883
0.191104,0.587082,0.347914,0.121491,0.350692
0.197813,0.589643,0.349766,0.123339,0.352652
0.205038,0.592401,0.351761,0.125329,0.354762
0.212779,0.595356,0.353897,0.127461,0.357023
0.221035,0.598507,0.356176,0.129735,0.359435
0.229807,0.601856,0.358598,0.132151,0.361998
0.238584,0.605206,0.361020,0.134569,0.364562
0.247361,0.608556,0.363443,0.136986,0.367126
0.256138,0.611906,0.365866,0.139404,0.369689
0.264915,0.615256,0.368288,0.141821,0.372253
0.273692,0.618607,0.370711,0.144239,0.374817
0.282469,0.621957,0.373134,0.146656,0.377381
0.291246,0.625307,0.375557,0.149074,0.379945
0.300022,0.628657,0.377979,0.151491,0.382509
0.308799,0.632007,0.380402,0.153909,0.385073
0.317576,0.635358,0.382825,0.156326,0.387637
0.326353,0.638708,0.385248,0.158744,0.390201
0.335130,0.642058,0.387670,0.161161,0.392765
0.343907,0.645408,0.390093,0.163579,0.395329
0.352684,0.648759,0.392516,0.165996,0.397892
0.361461,0.652109,0.394938,0.168414,0.400456
0.370238,0.655459,0.397361,0.170831,0.403020
0.379015,0.658809,0.399784,0.173249,0.405584
0.387792,0.662159,0.402207,0.175666,0.408148
0.396569,0.665510,0.404629,0.178084,0.410712
0.405346,0.668860,0.407052,0.180501,0.413276
0.414122,0.672210,0.409475,0.182919,0.415840
0.422899,0.675560,0.411897,0.185336,0.418404
0.431676,0.678910,0.414320,0.187754,0.420968
0.440453,0.682261,0.416743,0.190171,0.423532
0.449230,0.685611,0.419166,0.192589,0.426095
0.458007,0.688961,0.421588,0.195006,0.428659
0.466784,0.692311,0.424011,0.197424,0.431223
0.475561,0.695662,0.426434,0.199841,0.433787
0.484338,0.699012,0.428857,0.202259,0.436351
0.493115,0.702362,0.431279,0.204676,0.438915
0.501892,0.705712,0.433702,0.207094,0.441479
0.510669,0.709062,0.436125,0.209511,0.444043
0.519446,0.712413,0.438547,0.211929,0.446607
0.528222,0.715763,0.440970,0.214346,0.449171
0.536999,0.719113,0.443393,0.216763,0.451734
0.545776,0.722463,0.445816,0.219181,0.454298
0.554553,0.725813,0.448238,0.221598,0.456862
0.563330,0.729164,0.450661,0.224016,0.459426
0.572107,0.732514,0.453084,0.226433,0.461990
0.580884,0.735864,0.455507,0.228851,0.464554
0.589661,0.739214,0.457929,0.231268,0.467118
0.598438,0.742565,0.460352,0.233686,0.469682
0.607215,0.745915,0.462775,0.236103,0.472246
0.615992,0.749265,0.465197,0.238521,0.474810
0.624769,0.752615,0.467620,0.240938,0.477374
0.633546,0.755965,0.470043,0.243356,0.479937
0.642322,0.759316,0.472466,0.245773,0.482501
0.651099,0.762666,0.474888,0.248191,0.485065
0.659876,0.766016,0.477311,0.250608,0.487629
0.668653,0.769366,0.479734,0.253026,0.490193
0.677430,0.772716,0.482156,0.255443,0.492757
0.686207,0.776067,0.484579,0.257861,0.495321
0.694984,0.779417,0.487002,0.260278,0.497885
0.703761,0.782767,0.489425,0.262696,0.500449
0.712538,0.786117,0.491847,0.265113,0.503013
0.721315,0.789468,0.494270,0.267531,0.505577
0.730092,0.792818,0.496693,0.269948,0.508140
0.738869,0.796168,0.499116,0.272366,0.510704
0.747344,0.799267,0.501595,0.274867,0.513352
0.755320,0.801951,0.504167,0.277506,0.516139
0.762782,0.804206,0.506836,0.280288,0.519069
0.769729,0.806033,0.509601,0.283213,0.522142
0.776161,0.807432,0.512463,0.286281,0.525358
0.782078,0.808403,0.515420,0.289491,0.528718
0.787481,0.808945,0.518474,0.292844,0.532221
0.792370,0.809059,0.521625,0.296340,0.535867
0.796743,0.808744,0.524871,0.299978,0.539656
0.800603,0.808001,0.528214,0.303759,0.543588
0.803947,0.806830,0.531653,0.307683,0.547664
0.806777,0.805231,0.535189,0.311749,0.551883
0.809092,0.803203,0.538820,0.315958,0.556245
0.810893,0.800747,0.542548,0.320310,0.560750
0.812179,0.797863,0.546373,0.324804,0.565398
0.812950,0.794550,0.550293,0.329441,0.570190
0.813207,0.790809,0.554310,0.334221,0.575125
0.813244,0.786885,0.558368,0.339061,0.580121
0.813262,0.782946,0.562430,0.343907,0.585122
0.813280,0.779006,0.566491,0.348753,0.590124
0.813298,0.775066,0.570553,0.353599,0.595125
0.813316,0.771126,0.574614,0.358445,0.600126
0.813333,0.767186,0.578676,0.363291,0.605127
0.813351,0.763247,0.582737,0.368137,0.610129
0.813369,0.759307,0.586799,0.372983,0.615130
0.813387,0.755367,0.590860,0.377829,0.620131
0.813405,0.751427,0.594922,0.382675,0.625133
0.813423,0.747487,0.598984,0.387521,0.630134
0.813441,0.743548,0.603045,0.392367,0.635135
0.813458,0.739608,0.607107,0.397213,0.640137
0.813476,0.735668,0.611168,0.402059,0.645138
0.813494,0.731728,0.615230,0.406905,0.650139
0.813512,0.727788,0.619291,0.411751,0.655141
0.813530,0.723849,0.623353,0.416597,0.660142
0.813548,0.719909,0.627414,0.421443,0.665143
0.813566,0.715969,0.631476,0.426289,0.670145
0.813584,0.712029,0.635538,0.431135,0.675146
0.813601,0.708090,0.639599,0.435981,0.680147
0.813619,0.704150,0.643661,0.440827,0.685149
0.813637,0.700210,0.647722,0.445673,0.690150
0.813655,0.696270,0.651784,0.450519,0.695151
0.813673,0.692330,0.655845,0.455365,0.700153
0.813691,0.688391,0.659907,0.460211,0.705154
0.813709,0.684451,0.663969,0.465057,0.710155
0.813726,0.680511,0.668030,0.469903,0.715156
0.813744,0.676571,0.672092,0.474749,0.720158
0.813762,0.672631,0.676153,0.479595,0.725159
0.813780,0.668692,0.680215,0.484441,0.730160
0.813798,0.664752,0.684276,0.489287,0.735162
0.813816,0.660812,0.688338,0.494133,0.740163
0.813834,0.656872,0.692399,0.498979,0.745164
0.813852,0.652932,0.696461,0.503824,0.750166
0.813869,0.648993,0.700523,0.508670,0.755167
0.813887,0.645053,0.704584,0.513516,0.760168
0.813905,0.641113,0.708646,0.518362,0.765170
0.813923,0.637173,0.712707,0.523208,0.770171
0.813941,0.633233,0.716769,0.528054,0.775172
0.813959,0.629294,0.720830,0.532900,0.780174
0.813977,0.625354,0.724892,0.537746,0.785175
0.813994,0.621414,0.728953,0.542592,0.790176
0.814012,0.617474,0.733015,0.547438,0.795178
0.814030,0.613534,0.737077,0.552284,0.800179
0.814048,0.609595,0.741138,0.557130,0.805180
0.814066,0.605655,0.745200,0.561976,0.810182
0.814084,0.601715,0.749261,0.566822,0.815183
0.814102,0.597775,0.753323,0.571668,0.820184
0.814120,0.593835,0.757384,0.576514,0.825185
0.814137,0.589896,0.761446,0.581360,0.830187
0.814155,0.585956,0.765507,0.586206,0.835188
0.814173,0.582016,0.769569,0.591052,0.840189
0.814191,0.578076,0.773631,0.595898,0.845191
0.814209,0.574137,0.777692,0.600744,0.850192
0.814227,0.570197,0.781754,0.605590,0.855193
0.814245,0.566257,0.785815,0.610436,0.860195
0.814262,0.562317,0.789877,0.615282,0.865196
0.814210,0.558468,0.793797,0.619967,0.869989
0.813888,0.554971,0.797173,0.624033,0.873977
0.813257,0.551875,0.799926,0.627390,0.877045
0.812317,0.549181,0.802056,0.630039,0.879194
0.811069,0.546889,0.803564,0.631979,0.880422
0.809511,0.544998,0.804449,0.633211,0.880731
0.807645,0.543509,0.804711,0.633735,0.880120
0.805470,0.542421,0.804351,0.633550,0.878589
0.802986,0.541736,0.803368,0.632656,0.876138
0.800194,0.541451,0.801762,0.631054,0.872767
0.797093,0.541569,0.799533,0.628744,0.868477
0.793683,0.542088,0.796682,0.625726,0.863266
0.789964,0.543009,0.793208,0.621998,0.857136
0.785936,0.544331,0.789112,0.617563,0.850086
0.781600,0.546055,0.784393,0.612419,0.842116
0.776954,0.548181,0.779051,0.606567,0.833226
0.772000,0.550709,0.773086,0.600006,0.823416
0.766806,0.553549,0.766637,0.592893,0.812890
0.761568,0.556446,0.760100,0.585681,0.802235
0.756330,0.559342,0.753563,0.578469,0.791580
0.751092,0.562239,0.747026,0.571257,0.780925
0.745855,0.565135,0.740490,0.564046,0.770270
0.740617,0.568032,0.733953,0.556834,0.759615
0.735379,0.570928,0.727416,0.549622,0.748960
0.730141,0.573825,0.720879,0.542410,0.738305
0.724904,0.576721,0.714342,0.535198,0.727650
0.719666,0.579618,0.707806,0.527986,0.716995
0.714428,0.582514,0.701269,0.520775,0.706340
0.709190,0.585411,0.694732,0.513563,0.695685
0.703953,0.588307,0.688195,0.506351,0.685030
0.698715,0.591204,0.681659,0.499139,0.674375
0.693477,0.594100,0.675122,0.491927,0.663720
0.688239,0.596997,0.668585,0.484715,0.653065
0.683002,0.599893,0.662048,0.477504,0.642410
0.677764,0.602790,0.655512,0.470292,0.631755
0.672526,0.605686,0.648975,0.463080,0.621100
0.667288,0.608583,0.642438,0.455868,0.610445
0.662051,0.611479,0.635901,0.448656,0.599790
0.656813,0.614376,0.629365,0.441444,0.589135
0.651575,0.617272,0.622828,0.434233,0.578480
0.646337,0.620169,0.616291,0.427021,0.567825
0.641100,0.623065,0.609754,0.419809,0.557170
0.635862,0.625962,0.603218,0.412597,0.546515
0.630624,0.628858,0.596681,0.405385,0.535860
0.625386,0.631755,0.590144,0.398174,0.525205
0.620149,0.634651,0.583607,0.390962,0.514550
0.614911,0.637548,0.577071,0.383750,0.503895
0.609673,0.640444,0.570534,0.376538,0.493240
0.604435,0.643341,0.563997,0.369326,0.482585
0.599198,0.646237,0.557460,0.362114,0.471930
0.593960,0.649134,0.550924,0.354903,0.461275
0.588722,0.652030,0.544387,0.347691,0.450620
0.583484,0.654927,0.537850,0.340479,0.439965
0.578247,0.657823,0.531313,0.333267,0.429310
0.573009,0.660720,0.524777,0.326055,0.418655
0.567771,0.663616,0.518240,0.318843,0.408000
0.562533,0.666513,0.511703,0.311632,0.397345
0.557296,0.669410,0.505166,0.304420,0.386690
0.552058,0.672306,0.498629,0.297208,0.376035
0.546820,0.675203,0.492093,0.289996,0.365380
0.541582,0.678099,0.485556,0.282784,0.354725
0.536345,0.680996,0.479019,0.275572,0.344070
0.531107,0.683892,0.472482,0.268361,0.333415
0.525869,0.686789,0.465946,0.261149,0.322760
0.520631,0.689685,0.459409,0.253937,0.312105
0.515394,0.692582,0.452872,0.246725,0.301450
0.510156,0.695478,0.446335,0.239513,0.290795
0.504918,0.698375,0.439799,0.232301,0.280140
0.499680,0.701271,0.433262,0.225090,0.269485
0.494443,0.704168,0.426725,0.217878,0.258830
0.489205,0.707064,0.420188,0.210666,0.248175
0.483967,0.709961,0.413652,0.203454,0.237520
0.478729,0.712857,0.407115,0.196242,0.226865
0.473492,0.715754,0.400578,0.189030,0.216210
0.468254,0.718650,0.394041,0.181819,0.205555
0.463016,0.721547,0.387505,0.174607,0.194901
0.458128,0.724331,0.381200,0.167813,0.185065
0.453750,0.726952,0.375232,0.161627,0.176422
0.449892,0.729405,0.369609,0.156063,0.169002
0.446557,0.731691,0.364332,0.151123,0.162803
0.443743,0.733810,0.359401,0.146805,0.157826
0.441450,0.735761,0.354814,0.143111,0.154070
0.439680,0.737545,0.350574,0.140039,0.151537
0.438430,0.739162,0.346678,0.137589,0.150225
0.437703,0.740611,0.343128,0.135763,0.150136
0.437497,0.741893,0.339924,0.134560,0.151268
0.437812,0.743007,0.337065,0.133979,0.153622
0.438649,0.743954,0.334551,0.134021,0.157198
0.440008,0.744734,0.332383,0.134686,0.161995
0.441888,0.745346,0.330560,0.135974,0.168015
0.444290,0.745791,0.329083,0.137885,0.175257
0.447213,0.746068,0.327951,0.140418,0.183720
0.450658,0.746178,0.327164,0.143574,0.193405
0.454285,0.746230,0.326498,0.146947,0.203515
