density,loudness,brightness,roughness,speed
0.219776,0.223536,0.707717,0.689311,0.931663
0.220511,0.225673,0.704984,0.685148,0.931422
0.221327,0.228048,0.701948,0.680522,0.931155
0.222226,0.230660,0.698609,0.675434,0.930860
0.223206,0.233509,0.694965,0.669883,0.930539
0.224268,0.236596,0.691018,0.663870,0.930191
0.225412,0.239920,0.686768,0.657394,0.929816
0.226637,0.243482,0.682214,0.650455,0.929415
0.227944,0.247281,0.677356,0.643054,0.928987
0.229332,0.251317,0.672194,0.635191,0.928532
0.230721,0.255354,0.667033,0.627327,0.928077
0.232110,0.259390,0.661872,0.619463,0.927622
0.233498,0.263427,0.656710,0.611600,0.927167
0.234887,0.267463,0.651549,0.603736,0.926712
0.236275,0.271500,0.646388,0.595872,0.926257
0.237664,0.275536,0.641226,0.588009,0.925802
0.239053,0.279573,0.636065,0.580145,0.925347
0.240441,0.283609,0.630903,0.572281,0.924892
0.241830,0.287646,0.625742,0.564418,0.924436
0.243218,0.291682,0.620581,0.556554,0.923981
0.244607,0.295719,0.615419,0.548690,0.923526
0.245996,0.299755,0.610258,0.540827,0.923071
0.247384,0.303792,0.605097,0.532963,0.922616
0.248773,0.307829,0.599935,0.525099,0.922161
0.250161,0.311865,0.594774,0.517236,0.921706
0.251550,0.315902,0.589612,0.509372,0.921251
0.252939,0.319938,0.584451,0.501508,0.920796
0.254327,0.323975,0.579290,0.493645,0.920341
0.255716,0.328011,0.574128,0.485781,0.919886
0.257104,0.332048,0.568967,0.477917,0.919431
0.258493,0.336084,0.563806,0.470054,0.918976
0.259882,0.340121,0.558644,0.462190,0.918521
0.261270,0.344157,0.553483,0.454326,0.918066
0.262659,0.348194,0.548321,0.446463,0.917611
0.264047,0.352230,0.543160,0.438599,0.917156
0.265436,0.356267,0.537999,0.430736,0.916701
0.266825,0.360303,0.532837,0.422872,0.916246
0.268213,0.364340,0.527676,0.415008,0.915791
0.269602,0.368376,0.522515,0.407145,0.915336
0.270991,0.372413,0.517353,0.399281,0.914881
0.272379,0.376450,0.512192,0.391417,0.914426
0.273768,0.380486,0.507030,0.383554,0.913971
0.275156,0.384523,0.501869,0.375690,0.913516
0.276545,0.388559,0.496708,0.367826,0.913061
0.277934,0.392596,0.491546,0.359963,0.912606
0.279322,0.396632,0.486385,0.352099,0.912151
0.280711,0.400669,0.481224,0.344235,0.911696
0.282099,0.404705,0.476062,0.336372,0.911241
0.283488,0.408742,0.470901,0.328508,0.910786
0.284877,0.412778,0.465739,0.320644,0.910331
0.286265,0.416815,0.460578,0.312781,0.909876
0.287654,0.420851,0.455417,0.304917,0.909421
0.289042,0.424888,0.450255,0.297053,0.908966
0.290431,0.428924,0.445094,0.289190,0.908511
0.291820,0.432961,0.439933,0.281326,0.908056
0.293208,0.436997,0.434771,0.273462,0.907601
0.294597,0.441034,0.429610,0.265599,0.907146
0.295985,0.445070,0.424448,0.257735,0.906691
0.297374,0.449107,0.419287,0.249871,0.906236
0.298763,0.453144,0.414126,0.242008,0.905781
0.300151,0.457180,0.408964,0.234144,0.905326
0.301540,0.461217,0.403803,0.226280,0.904871
0.302928,0.465253,0.398642,0.218417,0.904416
0.304317,0.469290,0.393480,0.210553,0.903961
0.305706,0.473326,0.388319,0.202689,0.903506
0.307094,0.477363,0.383157,0.194826,0.903051
0.308483,0.481399,0.377996,0.186962,0.902596
0.309871,0.485436,0.372835,0.179098,0.902141
0.311260,0.489472,0.367673,0.171235,0.901686
0.312649,0.493509,0.362512,0.163371,0.901231
0.314037,0.497545,0.357351,0.155507,0.900776
0.315580,0.501458,0.352382,0.148032,0.900322
0.317508,0.505061,0.347894,0.141526,0.899870
0.319821,0.508354,0.343886,0.135990,0.899420
0.322520,0.511338,0.340360,0.131423,0.898972
0.325603,0.514012,0.337315,0.127826,0.898526
0.329072,0.516377,0.334751,0.125200,0.898082
0.332926,0.518431,0.332667,0.123542,0.897641
0.337166,0.520176,0.331065,0.122855,0.897201
0.341790,0.521612,0.329943,0.123138,0.896764
0.346800,0.522738,0.329303,0.124390,0.896328
0.352195,0.523554,0.329143,0.126612,0.895895
0.357976,0.524060,0.329464,0.129804,0.895464
0.364141,0.524257,0.330266,0.133965,0.895035
0.370692,0.524144,0.331550,0.139096,0.894608
0.377628,0.523722,0.333314,0.145198,0.894183
0.384949,0.522989,0.335559,0.152268,0.893761
0.392656,0.521948,0.338285,0.160309,0.893340
0.400594,0.520720,0.341299,0.168932,0.892921
0.408531,0.519492,0.344314,0.177554,0.892501
0.416469,0.518265,0.347328,0.186177,0.892082
0.424407,0.517037,0.350343,0.194799,0.891663
0.432344,0.515809,0.353357,0.203422,0.891243
0.440282,0.514582,0.356372,0.212044,0.890824
0.448220,0.513354,0.359386,0.220667,0.890404
0.456158,0.512127,0.362401,0.229289,0.889985
0.464095,0.510899,0.365415,0.237912,0.889566
0.472033,0.509671,0.368430,0.246534,0.889146
0.479971,0.508444,0.371444,0.255157,0.888727
0.487908,0.507216,0.374459,0.263779,0.888308
0.495846,0.505989,0.377473,0.272402,0.887888
0.503784,0.504761,0.380488,0.281024,0.887469
0.511721,0.503533,0.383502,0.289647,0.887050
0.519659,0.502306,0.386517,0.298269,0.886630
0.527597,0.501078,0.389531,0.306892,0.886211
0.535535,0.499851,0.392546,0.315514,0.885791
0.543472,0.498623,0.395560,0.324137,0.885372
0.551410,0.497395,0.398575,0.332759,0.884953
0.559348,0.496168,0.401589,0.341382,0.884533
0.567285,0.494940,0.404604,0.350005,0.884114
0.575223,0.493712,0.407618,0.358627,0.883695
0.583161,0.492485,0.410633,0.367250,0.883275
0.591099,0.491257,0.413647,0.375872,0.882856
0.599036,0.490030,0.416662,0.384495,0.882436
0.606974,0.488802,0.419676,0.393117,0.882017
0.614912,0.487574,0.422691,0.401740,0.881598
0.622849,0.486347,0.425705,0.410362,0.881178
0.630787,0.485119,0.428720,0.418985,0.880759
0.638725,0.483892,0.431735,0.427607,0.880340
0.646662,0.482664,0.434749,0.436230,0.879920
0.654600,0.481436,0.437764,0.444852,0.879501
0.662538,0.480209,0.440778,0.453475,0.879082
0.670476,0.478981,0.443793,0.462097,0.878662
0.678413,0.477754,0.446807,0.470720,0.878243
0.686351,0.476526,0.449822,0.479342,0.877823
0.694289,0.475298,0.452836,0.487965,0.877404
0.702226,0.474071,0.455851,0.496587,0.876985
0.710164,0.472843,0.458865,0.505210,0.876565
0.718102,0.471615,0.461880,0.513832,0.876146
0.726039,0.470388,0.464894,0.522455,0.875727
0.733977,0.469160,0.467909,0.531077,0.875307
0.741915,0.467933,0.470923,0.539700,0.874888
0.749853,0.466705,0.473938,0.548322,0.874469
0.757790,0.465477,0.476952,0.556945,0.874049
0.765728,0.464250,0.479967,0.565567,0.873630
0.773666,0.463022,0.482981,0.574190,0.873210
0.781603,0.461795,0.485996,0.582813,0.872791
0.789541,0.460567,0.489010,0.591435,0.872372
0.797479,0.459339,0.492025,0.600058,0.871952
0.805416,0.458112,0.495039,0.608680,0.871533
0.813354,0.456884,0.498054,0.617303,0.871114
0.821292,0.455656,0.501068,0.625925,0.870694
0.829230,0.454429,0.504083,0.634548,0.870275
0.837167,0.453201,0.507097,0.643170,0.869856
0.845105,0.451974,0.510112,0.651793,0.869436
0.853043,0.450746,0.513126,0.660415,0.869017
0.860980,0.449518,0.516141,0.669038,0.868597
0.868918,0.448291,0.519155,0.677660,0.868178
0.876856,0.447063,0.522170,0.686283,0.867759
0.884794,0.445836,0.525184,0.694905,0.867339
0.892181,0.444653,0.527939,0.703071,0.866674
0.898880,0.443526,0.530369,0.710666,0.865702
0.904891,0.442456,0.532474,0.717689,0.864423
0.910213,0.441441,0.534255,0.724142,0.862836
0.914848,0.440483,0.535711,0.730024,0.860942
0.918794,0.439580,0.536842,0.735335,0.858742
0.922053,0.438734,0.537649,0.740074,0.856234
0.924623,0.437943,0.538130,0.744243,0.853419
0.926505,0.437209,0.538287,0.747841,0.850296
0.927699,0.436531,0.538120,0.750868,0.846867
0.928205,0.435909,0.537627,0.753323,0.843131
0.928022,0.435343,0.536810,0.755208,0.839087
0.927152,0.434833,0.535668,0.756522,0.834736
0.925593,0.434379,0.534202,0.757265,0.830078
0.923346,0.433982,0.532411,0.757437,0.825113
0.920411,0.433640,0.530295,0.757037,0.819841
0.916788,0.433354,0.527854,0.756067,0.814261
0.913028,0.433080,0.525348,0.754983,0.808621
0.909267,0.432805,0.522843,0.753898,0.802980
0.905506,0.432531,0.520337,0.752814,0.797339
0.901745,0.432256,0.517832,0.751730,0.791698
0.897985,0.431982,0.515326,0.750645,0.786057
0.894224,0.431708,0.512820,0.749561,0.780417
0.890463,0.431433,0.510315,0.748477,0.774776
0.886702,0.431159,0.507809,0.747392,0.769135
0.882942,0.430884,0.505303,0.746308,0.763494
0.879181,0.430610,0.502798,0.745223,0.757853
0.875420,0.430335,0.500292,0.744139,0.752213
0.871660,0.430061,0.497787,0.743055,0.746572
0.867899,0.429787,0.495281,0.741970,0.740931
0.864138,0.429512,0.492775,0.740886,0.735290
0.860377,0.429238,0.490270,0.739801,0.729649
0.856617,0.428963,0.487764,0.738717,0.724009
0.852856,0.428689,0.485259,0.737633,0.718368
0.849095,0.428414,0.482753,0.736548,0.712727
0.845335,0.428140,0.480247,0.735464,0.707086
0.841574,0.427866,0.477742,0.734380,0.701445
0.837813,0.427591,0.475236,0.733295,0.695805
0.834052,0.427317,0.472731,0.732211,0.690164
